thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
35253575,35253575,null,1,3,Sun Feb 07 12:39:00 EST 2016,5863592,"<p>I cant access to <strong>kura</strong> web UI. It gives me <strong>HTTP ERROR: 404</strong> error.</p>		<p><img src="https://i.stack.imgur.com/bm9g6.png" alt="enter image description here"></p>	"
35253575,35265007,35253575,2,4,Mon Feb 08 08:17:00 EST 2016,423955,"<p>Most probably you have installed Kura without web ui. (happened to me more than once)</p>		<p>In <a href="https://www.eclipse.org/kura/downloads.php" rel="nofollow">official download page</a> look at the right column <em>Kura 1.3.0 Extended Downloads</em>, the description says </p>		<blockquote>	  <p>The below downloads contain the Kura Web UI, [...] These features, while released under Eclipse Public License, depend on third party libraries that cannot be distributed directly by Eclipse.</p>	</blockquote>		<p>Download your required version (and Developer Workspace) from the right column and reinstall Kura <strong>with</strong> web ui.</p>		<p>If you already have the version with web ui, posting your <code>/var/log/kura.log</code> and <code>/var/log/kura-console.log</code> might help finding the error.</p>	"
