thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
40839546,40839546,null,1,1,Mon Nov 28 08:01:00 EST 2016,995071,"<p>I am trying to do this tutorial</p>		<p><a href="http://enroute.osgi.org/tutorial_iot/120-exploring.html" rel="nofollow noreferrer">http://enroute.osgi.org/tutorial_iot/120-exploring.html</a></p>		<p>but I have got a problem with:</p>		<pre><code>osgi.enroute.iot.pi.provider	</code></pre>		<p>package is not find so I can resolve bndrun dependencies:</p>		<pre><code>Unable to resolve &lt;&lt;INITIAL&gt;&gt; version=null:	   missing requirement osgi.enroute.iot.pi.provider	</code></pre>		<p>and when I try with</p>		<pre><code>osgi.enroute.iot.pi.command	</code></pre>		<p>dependencies not found:</p>		<pre><code>Unable to resolve &lt;&lt;INITIAL&gt;&gt; version=null:	   missing requirement enroute.iot.raspberry.application  	-&gt;  Unable to resolve enroute.iot.raspberry.application version=1.0.0.201611270001:	   missing requirement com.pi4j.system]	</code></pre>		<p>I manually dowload and add pi4j in my project build path so I haven't no more eclipse problem but I fell that it is not a good solution for osgi and it not run on my remote raspberry ssh console...</p>	"
40839546,40839547,40839546,2,2,Mon Nov 28 08:01:00 EST 2016,995071,"<p>Thanks to Daghan from the osgi mailing list who provide a solution:</p>		<blockquote>	  <p>"osgi.enroute.iot.pi.provider" is no longer a part of enroute distro. Please remove the manually downloaded pi4j from your project and do the following:</p>	  	  <p>1- open cnf>central.xml</p>	  	  <p>2- Add the following</p>	</blockquote>		<pre><code>&lt;!-- https://mvnrepository.com/artifact/org.osgi/osgi.enroute.iot.pi.provider --&gt;	&lt;dependency&gt;	     &lt;groupId&gt;org.osgi&lt;/groupId&gt;	    &lt;artifactId&gt;osgi.enroute.iot.pi.provider&lt;/artifactId&gt;	    &lt;version&gt;2.0.0&lt;/version&gt;	&lt;/dependency&gt;	</code></pre>		<p>This solve my problem but the include pi4j dependency isn't up to date for raspberry so I prefer add</p>		<pre><code>&lt;dependency&gt;	    &lt;groupId&gt;com.pi4j&lt;/groupId&gt;	    &lt;artifactId&gt;pi4j-core&lt;/artifactId&gt;	    &lt;version&gt;1.1&lt;/version&gt;	&lt;/dependency&gt;	</code></pre>		<p>and everything works like a charm now!</p>	"
