thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
53962806,53962806,null,1,0,Fri Dec 28 18:25:00 EST 2018,10772736,"<p>I want to get the appClient.log.setLevel('info') log information into JSON format. It currently only prints to the console and I want to be able to send it to the front end.</p>		<p>I am using Node.js, Express, ibmiotf npm package, JavaScript</p>		<p>I am able to get a device status message with</p>		<pre><code>appClient.subscribeToDeviceStatus('Monitor_Dev');	appClient.on("deviceStatus", function (deviceType, deviceId, payload, topic) {	    console.log("Device status from :: "+deviceType+" : "+deviceId+" with payload : "+payload);	}	</code></pre>		<p>I want the information logged to the console with</p>		<pre><code>appClient.log.setLevel('info')	</code></pre>		<p>which returns </p>		<pre><code>[ApplicationClient:connnect] ApplicationClient Connected	</code></pre>		<p>Does anyone know how to get this info in JSON format?</p>		<p>I have tried console.logging the whole statement and storing it into a variable, but that doesn't seem to work.</p>	"
