thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
48108372,48108372,null,1,2,Fri Jan 05 06:32:00 EST 2018,9176058,"<p>Will Android Things run on <a href="http://www.orangepi.org/OrangePi2GIOT/" rel="nofollow noreferrer">OrangePi 2G IoT</a> board?</p>	"
48108372,48110311,48108372,2,2,Fri Jan 05 09:06:00 EST 2018,3290339,"<blockquote>	  <p>Will Android Things run on OrangePi 2G IoT board.</p>	</blockquote>		<p>It's not clear what exactly you're asking, so there are 2 possible options below:</p>		<ul>	<li>If you mean whether <em>Android Things</em> <strong>can</strong> currently run on the board, then the answer would be <strong>No</strong>. The board <a href="https://developer.android.com/things/hardware/index.html#hardware_platforms" rel="nofollow noreferrer">is not currently supported</a> by the <em>Android Things</em> project.</li>	<li>If you mean whether <em>Google</em> is going to support the platform in the future, then you should contact <em>Google</em> about that or fill in a <a href="https://issuetracker.google.com/issues/new?component=192720&amp;template=848805" rel="nofollow noreferrer">feature request</a>.</li>	</ul>	"
48108372,83269771,48110311,3,0,Mon Jan 08 07:25:00 EST 2018,9176058,"I was asking about first one. Thanks"
