thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
45703879,45703879,null,1,-3,Wed Aug 16 01:42:00 EDT 2017,4995331,"<p>I want to develop java lambda function to identify AWS IOT button click events. I want to identify "SINGLE" Click , double-click and Long press events of AWS IOT button. 	Above all are possible in node.js. Is there any support available in Java to identify AWS IOT button click events?</p>	"
45703879,45704132,45703879,2,-2,Wed Aug 16 02:19:00 EDT 2017,2933977,"<p>I've converted the Python version that sends email to Java <a href="https://github.com/stdunbar/awsiotbutton" rel="nofollow noreferrer">here</a>.  The <a href="https://github.com/stdunbar/awsiotbutton/blob/70ff734941b18e2687b41f2420136c56ad63c574/src/main/java/com/hotjoe/aws/lambda/model/IOTButtonRequest.java#L27-L29" rel="nofollow noreferrer">code</a> allows you to get the String that represents the click type.</p>	"
