thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
53581390,53581390,null,1,0,Sun Dec 02 14:53:00 EST 2018,2122882,"<p>am using <code>"react-native-ble-manager": "^6.5.4"</code>  in my react native project and am getting this following error when am trying to write. what could be the reason.</p>		<p>right after calling  <code>retrieveServices</code> am trying to write with the below code.</p>		<pre><code>var SSIDCharacteristic = peripheralInfo.characteristics[1].characteristic	      BleManager.write(peripheral.id, service.uuid, SSIDCharacteristic, data1).then(() =&gt; {	            alert('success')	            console.log('Wrote SSID');	          }).catch((error)=&gt;{	            console.log(error);	      });	</code></pre>		<p>Am getting this error.</p>	"
53581390,94026466,53581390,3,0,Sun Dec 02 15:10:00 EST 2018,893780,"Does the characteristic belong to the service?"
