thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
32399172,32399172,null,1,0,Fri Sep 04 13:21:00 EDT 2015,4293609,"<p>I created my template using SpagoBI studio, then I deployed it manually on the SpagoBI server.	It is containing only a the detail pannel and I configured the data set to refresh every 5s</p>		<p>the problem is that the refresh is not working!</p>		<p>I change value on the data base but on the pannel it did not get refresh!</p>		<p>Here is my template</p>		<pre><code>{		  "datasets" : [ {		    "id" : "mongoLastValues",		    "label" : "mongoLastValues",		    "refreshTime" : 5,		    "memoryPagination" : true,		    "rowsLimit" : 15		  } ],		  "detailPanel" : {		    "pages" : [ {		      "title" : "Page Title",		      "table" : {		        "dataset" : "mongoLastValues",		        "datasetLabels" : "mongoLastValues",		        "columnId" : "_id",		        "columnConfig" : {		          "_id" : {		            "header" : "_id",		            "type" : "string",		            "headerType" : "static"		          },		          "recvTime" : {		            "header" : "recvTime",		            "type" : "string",		            "headerType" : "static"		          },		          "attrType" : {		            "header" : "attrType",		            "type" : "string",		            "headerType" : "static"		          },		          "attrName" : {		            "header" : "attrName",		            "type" : "string",		            "headerType" : "static"		          },		          "attrValue" : {		            "header" : "attrValue",		            "type" : "string",		            "headerType" : "static"		          }		        },		        "filterBar" : {		          "type" : "custom",		          "refreshDataAfterAction" : false		        }		      }		    } ]		  }		}	</code></pre>		<p>on my log I found multiple errors:</p>		<pre><code>it.eng.spagobi.engines.console.services.ServiceExceptionAction.logError: The error full stack trace is:		it.eng.spagobi.utilities.engines.SpagoBIEngineServiceException: An unpredicted error occurred while executing GET_CONSOLE_DATA_ACTION service.	The root cause of the error is: java.util.ConcurrentModificationException	</code></pre>		<p>another one: </p>		<pre><code>04 sept. 2015 15:11:22,868 ERROR it.eng.spagobi.engines.commonj.services.StartWorkAction.service:98 - could not retrieve user id	</code></pre>		<p>Any ideas what it might causing that the console is not refreshed and what to do to fix it?</p>	"
32399172,32762476,32399172,2,1,Thu Sep 24 13:20:00 EDT 2015,5358241,"<p>please have a look at:	<a href="https://www.spagoworld.org/jforum/posts/list/3761.page" rel="nofollow">https://www.spagoworld.org/jforum/posts/list/3761.page</a></p>		<p>A bug in SpagoBI 5.1 was impeding the console from being refreshed correctly:	<a href="https://spagobi.eng.it/jira/browse/SPAGOBI-2191" rel="nofollow">https://spagobi.eng.it/jira/browse/SPAGOBI-2191</a></p>		<p>Regards</p>		<p>Davide</p>	"
