thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
49797699,49797699,null,1,0,Thu Apr 12 13:20:00 EDT 2018,9636213,"<p>I'm new to FIWARE and I have started learning FIWARE IOT capabilities by running this example: <a href="https://github.com/telefonicaid/fiware-figway" rel="nofollow noreferrer">https://github.com/telefonicaid/fiware-figway</a>. </p>		<p>The  python <code>RegisterDevice.py</code> of python-IDAS4 does not work. I have followed all required steps: create the token, and fulfilled the <code>config.ini</code> with the required information, but I still get this error:</p>		<blockquote>	  <p>..."requests.exceptions.ConnectionError: 	      HTTPConnectionPool(host='130.206.80.47', port=5371): Max retries exceeded 	      with url: /m2m/v2/services/OpenIoT/assets (Caused by 	      NewConnectionError(': Failed to establish a new connection: [Errno 10060] Se produjo 	      un error durante el intento de conexion ya que la parte conectada no 	      respondio adecuadamente tras un periodo de tiempo, o bien se produjo un 	      error en la conexion establecida ya que el host conectado no ha podido 	      responder',))"</p>	</blockquote>		<p>As this example was written in 2015 maybe something has changed in FIWARE configuration, or maybe I'm missing something....</p>		<p>I'm running python 2.7 in Windows 7. Thanks for any help. </p>	"
49797699,87063854,49797699,3,0,Wed Apr 25 13:43:00 EDT 2018,1930814,"Did you get success?"
49797699,49838503,49797699,2,0,Sun Apr 15 04:32:00 EDT 2018,1930814,"<p>Probably yes, although the latest commit at this github was at: <strong>7 Jan 2016</strong>.</p>		<p>The problem you are facing is that the services' addresses, <a href="https://github.com/telefonicaid/fiware-figway/blob/master/python/config.ini" rel="nofollow noreferrer">configured at <code>config.ini</code> file</a>, have changed:      </p>		<pre><code>[contextbroker]	host=130.206.80.47		[idas]	host=130.206.80.47	</code></pre>		<p>What can you do?</p>		<ol>	<li>Since this host has changed, you have to identify where is the new one on FIWARE Services;</li>	<li>Or you can deploy local instances of context broker and idas by yourself.</li>	</ol>		<p>If you opt by 2º option, you have to change the <code>config.ini</code> to your services's addresses (ips).</p>	"
