thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
56930476,56930476,null,1,1,Mon Jul 08 07:48:00 EDT 2019,10791803,"<p>I m trying to connect my android app to a Tcp iot server,first i connect to the tcp server using wifi then try socket connect but it is showing same error of connection timed out.</p>		<pre><code>      print(r);	    }).catchError((e) {	      print(e);	    });	</code></pre>		<p>wifi connects without any error.</p>		<pre><code>	Socket.connect("192.168.5.10", 5800).then((socket) {	    print('Connected to: '	      '${socket.remoteAddress.address}:${socket.remotePort}');	    socket.destroy();	  });	</code></pre>		<p>Here it shows 	 Unhandled Exception: SocketException: OS Error: Connection timed out, errno = 110, address = 192.168.5.10, port = 49590</p>	"
