thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
55563934,55563934,null,1,1,Sun Apr 07 21:44:00 EDT 2019,10582990,"<p>I have followed the example on the AWS website to a tee	<a href="https://aws-amplify.github.io/docs/js/pubsub" rel="nofollow noreferrer">https://aws-amplify.github.io/docs/js/pubsub</a></p>		<p>and no matter what happens every time I run 	await PubSub.publish	I get no response from AWS. Any Help would be appreciated. 	I am getting time outs for the code.</p>		<p>Triend diffrent ways of interacting with AWS over MQTT react-native. Searched everywhere. No examples of this being used. </p>		<p><div class="snippet" data-lang="js" data-hide="false" data-console="true" data-babel="false">	<div class="snippet-code">	<pre class="snippet-code-js lang-js prettyprint-override"><code>import Amplify, { PubSub, Auth } from 'aws-amplify';		import { AWSIoTProvider } from '@aws-amplify/pubsub/lib/Providers';		import aws_exports from './src/aws-exports';		// aythentication import	import { withAuthenticator } from 'aws-amplify-react-native';	Amplify.configure(aws_exports);			Amplify.addPluggable(new AWSIoTProvider({	     aws_pubsub_region: 'us-east-1',	     aws_pubsub_endpoint:  'wss://azk3aah4ivg82-ats.iot.us-east-1.amazonaws.com/mqtt',	}));		PubSub.subscribe(['$aws/things/B_Bone_1/shadow/get/accepted', '$aws/things/B_Bone_1/shadow/get/rejected']).subscribe({	    next: data =&gt; console.log('Message received get accepted', data),	    error: error =&gt; console.error(error),	    close: () =&gt; console.log('Done'),	});			//	export default class Main extends React.Component {	//...... sign in stuff This just makes a cognito accound and lets me log in. Its working	}			class App extends Component {	//constuct props 	///...	update = async () =&gt; {		    await PubSub.publish('$aws/things/B_Bone_1/shadow/update', {msg: '{"state":{"reported":{"temp": -1}}}' });		    Alert.alert('Update all local values from Device Shadow');	  }			render() {	    return (	    //A page with a button that runs update function	    );	    }}	    	//Stylesheet stuff	    </code></pre>	</div>	</div>	</p>		<p>When calling update the program should run the subscribe function. But i get a timeout error as nothing is returned.	Any help would be amazing.</p>	"
