thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
39118753,39118753,null,1,1,Wed Aug 24 08:56:00 EDT 2016,6751623,"<p>Does anyone know how to successfully make a http post to a web api rest service from a Universal Windows app running on a Raspberry Pi on Windows IOT Core?</p>		<p>It seems to always raise a exception saying "A connection could not be made to the server". I have enabled all the relevant setting in the appmanifest with no luck. Or.. better still simple being able to copy a file to a NAS. </p>		<p>There are ton's of examples loading images to Azure, which work just fine.</p>	"
39118753,65584313,39118753,3,1,Wed Aug 24 09:16:00 EDT 2016,4869170,"Sounds like it could be more of an IP or server issue. Have you tried using Postman in chrome to call the rest api outside of the Raspberry PI?"
