thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
33718723,33718723,null,1,1,Sun Nov 15 10:32:00 EST 2015,4909475,"<p>I am trying to develop a UWP application using C# that will discover all AllJoyn producers on the network and create consumer objects for communicating with the devices(producers). It's going to be pretty much <strong>a generic consumer</strong> like the <a href="https://github.com/ms-iot/samples/tree/develop/AllJoyn/AllJoynExplorer" rel="nofollow">AllJoyn Explorer</a> in the Windows 10 IoT Core Samples on github.</p>		<p>Is the source code for the AllJoyn Explorer available for developers?</p>		<p>If not can I get some insight or guides to writing such a program?</p>	"
33718723,34021619,33718723,2,1,Tue Dec 01 13:28:00 EST 2015,1521173,"<p>the AllJoyn Explorer source code is not provided yet.	<a href="https://ms-iot.github.io/content/en-US/win10/AllJoyn.htm" rel="nofollow">https://ms-iot.github.io/content/en-US/win10/AllJoyn.htm</a>	You can use the Universal sample available on GitHub as a good starting point. <a href="https://github.com/Microsoft/Windows-universal-samples/tree/master/Samples/AllJoyn" rel="nofollow">https://github.com/Microsoft/Windows-universal-samples/tree/master/Samples/AllJoyn</a></p>	"
33718723,36213821,33718723,2,1,Fri Mar 25 04:04:00 EDT 2016,1702326,"<p>The AllJoyn Explorer is based on the DeviceProviders code here: <a href="https://github.com/ms-iot/samples/tree/develop/AllJoyn/Platform/DeviceProviders" rel="nofollow">https://github.com/ms-iot/samples/tree/develop/AllJoyn/Platform/DeviceProviders</a></p>		<p>This is the meat of it all. I packed it all up into an easy to use nuget package here: <a href="http://www.nuget.org/packages/dotMorten.AllJoyn.DeviceProviders/" rel="nofollow">http://www.nuget.org/packages/dotMorten.AllJoyn.DeviceProviders/</a></p>		<p>..and I wrote a tutorial on how to use it here: <a href="https://www.hackster.io/dotMorten/discovering-and-interacting-with-any-alljoyn-device-0dbd86?ref=user&amp;ref_id=31739&amp;offset=0" rel="nofollow">https://www.hackster.io/dotMorten/discovering-and-interacting-with-any-alljoyn-device-0dbd86?ref=user&amp;ref_id=31739&amp;offset=0</a></p>	"
