thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
37344269,37344269,null,1,0,Fri May 20 10:27:00 EDT 2016,5281057,"<p>I want to include the "ibmiot" Input node into my local installation of Node-RED ?</p>		<p>Can I do it ? and if so - how ?</p>		<p>The Node-RED flow editor that shows up when I start the Bluemix IoT Starter, shows the node that exactly - fits into what I want to do.</p>		<p>It has the API Keys, device Type, ID and so on as seen below. I'm trying to add this to my local install of Node-RED.</p>		<p>Any help is appreciated.	<a href="https://i.stack.imgur.com/YfKkv.png" rel="nofollow noreferrer"><img src="https://i.stack.imgur.com/YfKkv.png" alt="enter image description here"></a></p>		<p>Below - I want to add the same node ( or import ) into my Laptop where I have the Node-RED installed.</p>		<p><a href="https://i.stack.imgur.com/pIwUZ.png" rel="nofollow noreferrer"><img src="https://i.stack.imgur.com/pIwUZ.png" alt="enter image description here"></a></p>	"
37344269,37344488,37344269,2,1,Fri May 20 10:37:00 EDT 2016,2117239,"<p>The iotapp nodes are provided by the <code>node-red-contrib-scx-ibmiotapp</code> module - <a href="http://flows.nodered.org/node/node-red-contrib-scx-ibmiotapp" rel="nofollow">http://flows.nodered.org/node/node-red-contrib-scx-ibmiotapp</a></p>	"
37344269,62265055,37344488,3,0,Sun May 22 16:38:00 EDT 2016,5281057,"Thanks for replying - I will check it out. Your response is very much appreciated. Shashi"
