thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
41123060,41123060,null,1,0,Tue Dec 13 14:03:00 EST 2016,6882298,"<p>I'm studying AWS IoT architecture and I don't understand if there are differences between device gateway and mqtt broker. It seems that in AWS IoT architecture, functions of mqtt broker are performed by the device gateway. Is it right?</p>	"
41123060,41128639,41123060,2,0,Tue Dec 13 19:01:00 EST 2016,6297932,"<p>Yes, it seems the same to me. Apparently, they are talking about "Gateway to the cloud" which is different from the usual IoT terminology for gateway which connects sensors to the interent and works as a producer of messages.</p>		<p>Regarding the broker, they seem have a more complicated architecture than a simple broker which forwards the messages based on topics (hence the name "rules engine").</p>		<p>I think you should consider that they are talking about a general architecture for all protocols rather a single one as, for example, the usual publisher-broker-subscriber architecture discussed here for MQTT protocol:	<a href="https://www.cloudmqtt.com/docs.html" rel="nofollow noreferrer">https://www.cloudmqtt.com/docs.html</a></p>	"
