thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
53883200,53883200,null,1,0,Fri Dec 21 10:33:00 EST 2018,9806134,"<p>How can I connect the private wireless sensor networks uses the Wireless standard 900HP-S3B in <a href="https://store.ncd.io/product/900hp-s3b-long-range-wireless-mesh-modem-with-usb-interface/" rel="nofollow noreferrer">temperature sensors</a> help in creating the PAN network with KAA platform for data analytics. </p>		<p>I want to make the wireless mesh network internet friendly, as of now, all the values are displaying on a local web server using default host id of gateway receiver. Is it possible to uses MQTT broker? or HTTP client protocol will easily resolve my problem?</p>	"
