thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
54828895,54828895,null,1,0,Fri Feb 22 14:09:00 EST 2019,null,"<p>I am trying to create a device in my IOT platform on google cloud. When following instructions and example i get "Cannot resolve symbol "RetryHttpInitializerWrapper". I have checked if I have the last Maven version, tested with both JDK 11 and 8, and searched around for anyone with the same problem.</p>		<p>Link to google cloud guide: <a href="https://cloud.google.com/iot/docs/how-tos/devices#iot-core-create-rs256-java" rel="nofollow noreferrer">https://cloud.google.com/iot/docs/how-tos/devices#iot-core-create-rs256-java</a></p>		<p>Link to google Github: <a href="https://github.com/GoogleCloudPlatform/java-docs-samples/blob/master/iot/api-client/manager/src/main/java/com/example/cloud/iot/examples/DeviceRegistryExample.java" rel="nofollow noreferrer">https://github.com/GoogleCloudPlatform/java-docs-samples/blob/master/iot/api-client/manager/src/main/java/com/example/cloud/iot/examples/DeviceRegistryExample.java</a></p>		<p>In my code the only problem lies in line 57 where I try to create a new "RetryHttpInitializerWrapper" under the method "createDevice"</p>		<p>Here is my method:</p>		<pre><code>public static void createDevice(	        String projectId, String cloudRegion, String registryName, String deviceId)	        throws GeneralSecurityException, IOException {	    // [START create_device]	    GoogleCredential credential =	            GoogleCredential.getApplicationDefault().createScoped(CloudIotScopes.all());	    JsonFactory jsonFactory = JacksonFactory.getDefaultInstance();	    HttpRequestInitializer init = new RetryHttpInitializerWrapper(credential);	    final CloudIot service =	            new CloudIot.Builder(GoogleNetHttpTransport.newTrustedTransport(), jsonFactory, init)	                    .setApplicationName(APP_NAME)	                    .build();		    final String registryPath =	            String.format(	                    "projects/%s/locations/%s/registries/%s", projectId, cloudRegion, registryName);		    List&lt;Device&gt; devices =	            service	                    .projects()	                    .locations()	                    .registries()	                    .devices()	                    .list(registryPath)	                    .setFieldMask("config,gatewayConfig")	                    .execute()	                    .getDevices();		    if (devices != null) {	        System.out.println("Found " + devices.size() + " devices");	        for (Device d : devices) {	            if ((d.getId() != null &amp;&amp; d.getId().equals(deviceId))	                    || (d.getName() != null &amp;&amp; d.getName().equals(deviceId))) {	                System.out.println("Device exists, skipping.");	                return;	            }	        }	    }		}	</code></pre>		<p>Here is my imports:</p>		<pre><code>import com.google.api.client.googleapis.auth.oauth2.GoogleCredential;	import com.google.api.client.googleapis.javanet.GoogleNetHttpTransport;	import com.google.api.client.http.HttpRequestInitializer;	import com.google.api.client.json.JsonFactory;	import com.google.api.client.json.jackson2.JacksonFactory;	import com.google.api.services.cloudiot.v1.CloudIot;	import com.google.api.services.cloudiot.v1.CloudIotScopes;	import com.google.api.services.cloudiot.v1.model.Device;	import com.google.cloud.Role;	import com.google.cloud.pubsub.v1.TopicAdminClient;	import com.google.iam.v1.Binding;	import com.google.pubsub.v1.Topic;	import com.google.pubsub.v1.TopicName;		import java.io.IOException;	import java.security.GeneralSecurityException;	import java.util.List;	</code></pre>		<p>My POM.xml file looks like this:</p>		<pre><code>&lt;?xml version="1.0" encoding="UTF-8"?&gt;	</code></pre>		<p>http://maven.apache.org/xsd/maven-4.0.0.xsd">	    4.0.0</p>		<pre><code>&lt;groupId&gt;no.something&lt;/groupId&gt;	&lt;artifactId&gt;MQTTbridge&lt;/artifactId&gt;	&lt;version&gt;11.0&lt;/version&gt;	&lt;build&gt;	    &lt;plugins&gt;	        &lt;plugin&gt;	            &lt;groupId&gt;org.apache.maven.plugins&lt;/groupId&gt;	            &lt;artifactId&gt;maven-compiler-plugin&lt;/artifactId&gt;	            &lt;configuration&gt;	                &lt;source&gt;7&lt;/source&gt;	                &lt;target&gt;7&lt;/target&gt;	            &lt;/configuration&gt;	        &lt;/plugin&gt;	    &lt;/plugins&gt;	&lt;/build&gt;		&lt;dependencies&gt;	    &lt;dependency&gt;	        &lt;groupId&gt;org.eclipse.paho&lt;/groupId&gt;	        &lt;artifactId&gt;org.eclipse.paho.client.mqttv3&lt;/artifactId&gt;	        &lt;version&gt;1.2.0&lt;/version&gt;	    &lt;/dependency&gt;	    &lt;dependency&gt;	        &lt;groupId&gt;com.google.api.grpc&lt;/groupId&gt;	        &lt;artifactId&gt;proto-google-cloud-pubsub-v1&lt;/artifactId&gt;	        &lt;version&gt;0.1.19&lt;/version&gt;	    &lt;/dependency&gt;	    &lt;dependency&gt;	        &lt;groupId&gt;com.google.cloud&lt;/groupId&gt;	        &lt;artifactId&gt;google-cloud-pubsub&lt;/artifactId&gt;	        &lt;version&gt;0.24.0-beta&lt;/version&gt;	    &lt;/dependency&gt;	    &lt;dependency&gt;	        &lt;groupId&gt;com.google.api-client&lt;/groupId&gt;	        &lt;artifactId&gt;google-api-client&lt;/artifactId&gt;	        &lt;version&gt;LATEST&lt;/version&gt;	    &lt;/dependency&gt;	    &lt;dependency&gt;	        &lt;groupId&gt;com.google.apis&lt;/groupId&gt;	        &lt;artifactId&gt;google-api-services-cloudiot&lt;/artifactId&gt;	        &lt;version&gt;v1-rev20181120-1.27.0&lt;/version&gt;	    &lt;/dependency&gt;	&lt;/dependencies&gt;	</code></pre>		<p></p>	"
54828895,54830925,54828895,2,0,Fri Feb 22 16:04:00 EST 2019,4832160,"<p>It doesn't seem like the class RetryHttpInitializerWrapper.class exists in any of the maven dependencies you have. I also looked on maven repositories for the java-docs-samples referenced in github, but doesn't seem like it's pushed there either. You can look at the sample implementation for RetryHttpInitializerWrapper that Google has on Github and potentially create your own:</p>		<p><a href="https://github.com/GoogleCloudPlatform/java-docs-samples/blob/master/storage/storage-transfer/src/main/java/com/google/cloud/storage/storagetransfer/samples/RetryHttpInitializerWrapper.java" rel="nofollow noreferrer">https://github.com/GoogleCloudPlatform/java-docs-samples/blob/master/storage/storage-transfer/src/main/java/com/google/cloud/storage/storagetransfer/samples/RetryHttpInitializerWrapper.java</a></p>	"
