thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
52580679,52580679,null,1,0,Sun Sep 30 18:04:00 EDT 2018,4675403,"<p>I am trying to take a payload from an IoT sensor (I can edit the embedded code in the sensor) and put it in a DynamoDB in AWS.</p>		<p>This is what I get:</p>		<pre><code>Payload: "{ "state" : { "M" : { "reported" : { "M" : { "Watt" : { "N" : "999" } } }, "SensorNo" : { "N" : "1" } } } }"	</code></pre>		<p>In the DynamoDB I get proper values written as SensorNo: 1, but Watt is set to 1538330043128. </p>		<p>I have tried to configure them as both Number and String, but with same result.</p>		<p>Any suggestions what might cause this? I want it to write 999 as the Payload say.</p>	"
52580679,92096652,52580679,3,3,Sun Sep 30 18:12:00 EDT 2018,9647776,"The 1538330043128 numbers looks like an Epoch millisecond timestamp (September 30, 2018 5:54:03 UTC). Is the code that writes to DynamoDB putting the wrong value as the Watt?"
52580679,92117121,52580679,3,0,Mon Oct 01 12:34:00 EDT 2018,4675403,"Thank you Tom! You were absolutely correct! It sure was an Epoch timestamp, and the issue was my Hash Key formatting. Now it works! Thanks."
