thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
57937527,57937527,null,1,0,Sat Sep 14 16:52:00 EDT 2019,4255337,"<p>my board ttgo esp32 oled lora v2.0</p>		<p>I need a example for transmit data temperature to TTN with sensor DS18b20</p>		<p>I have the following code => <a href="https://github.com/Mangulomx/ds18b20_ttgo-esp32_lora/blob/master/lora_ds18b20.ino" rel="nofollow noreferrer">https://github.com/Mangulomx/ds18b20_ttgo-esp32_lora/blob/master/lora_ds18b20.ino</a></p>		<p>In my TTN I received as payload the image below.</p>		<p><a href="https://i.stack.imgur.com/ch7Fs.png" rel="nofollow noreferrer"><img src="https://i.stack.imgur.com/ch7Fs.png" alt="enter image description here"></a>	My payload is</p>		<pre><code>function Decoder(bytes, port) {	var text = String.fromCharCode.apply(null, bytes);	return {	message: text	}	}	</code></pre>		<p>How can I show temperature correctly?</p>	"
57937527,102598889,57937527,3,0,Wed Sep 25 17:40:00 EDT 2019,460542,"Is the payload (CE 64 11) correct? What output would you expect?"
