thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
36388881,36388881,null,1,0,Sun Apr 03 17:46:00 EDT 2016,793698,"<p>I've seen info related to smart TVs but nothing related to washing machines and dryers. I'm looking to prototype an app.</p>		<p>FYI: I run the LG Smart Laundry apps on a Samsung Galaxy S6 and an iPhone 6. The Android app is more feature complete. My washer is a WM5000HVA and the dryer is a DLX5000V.</p>	"
36388881,39348638,36388881,2,0,Tue Sep 06 12:04:00 EDT 2016,4636264,"<p>I am not sure if you are looking for web service APIs or the actual source code for the machines.   I found the following site:</p>		<p><a href="http://opensource.lge.com/osSch/list?curPage=22&amp;types=NAME&amp;%C2%ADamp;search=d856" rel="nofollow">http://opensource.lge.com/osSch/list?curPage=22&amp;types=NAME&amp;%C2%ADamp;search=d856</a></p>		<p>But this looks like the source code to run the actual machines.</p>	"
