thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
35422655,35422655,null,1,0,Tue Feb 16 02:33:00 EST 2016,1738915,"<p>I am using IBM IoT Real-Time insights and sending in an event which contains:</p>		<p><code>	{	    "d": {	        "speed": 105,	        "lat": 34.147543,	        "lng": -99.300058	    }	}	</code>	When I send in an event, the map correctly updates with the correct marker as expected:</p>		<p><a href="https://i.stack.imgur.com/m2YHo.png" rel="nofollow noreferrer"><img src="https://i.stack.imgur.com/m2YHo.png" alt="enter image description here"></a></p>		<p>However, when I send in a second event without changing any of its content, the map changes and shows the following marker position:</p>		<p><a href="https://i.stack.imgur.com/HGtXV.png" rel="nofollow noreferrer"><img src="https://i.stack.imgur.com/HGtXV.png" alt="enter image description here"></a></p>		<p>My gut is telling me that the second event is providing coordinates of 0, 0 ... but it is exactly the same event as the first.  If I select a new dashboard and go back to the first with the map, this pattern repeats.  The next event shows fine and the one after that shows me West Africa.  I am able to trivially recreate.</p>	"
35422655,35482487,35422655,2,0,Thu Feb 18 13:14:00 EST 2016,5468657,"<p>The resetting of latitude and longitude coordinates with the maps widget is a limitation that is currently being addressed by the IoT Real-Time Insights team. Keep an eye on the <a href="http://www.ng.bluemix.net/docs/whatsnew/index.html#services_category" rel="nofollow">What's new in Bluemix</a> section for news about new features as they are released. </p>	"
35422655,60006234,35482487,3,0,Wed Mar 23 17:59:00 EDT 2016,5468657,"@Kolban The map widget limitation has been addressed in a recent product update. The latitude and longitude no longer resets."
