thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
32273743,32273743,null,1,0,Fri Aug 28 14:46:00 EDT 2015,959460,"<p>I have seen the news announcements, but I would like to know where I can get some documentation on the API and even better if there is an SDK available for testing.</p>		<p>And if it is not available yet. What other middleware and glueware apis are the based on websockets for the IoT?</p>		<p>Right now, oddly enough I replicate state via CouchDB &amp; PouchDB, which works well also.</p>	"
32273743,32284343,32273743,2,0,Sat Aug 29 08:57:00 EDT 2015,1870387,"<p>I have not seen details about Weave so far.	AFAIK first developer release was announced for 4Q2015.</p>		<p>Our company offers API with both push and pull API, see <a href="http://www.cumulocity.com/dev-center/" rel="nofollow">http://www.cumulocity.com/dev-center/</a>, also with JSON formatted data (same as Waeve). </p>	"
