thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
39276629,39276629,null,1,0,Thu Sep 01 16:31:00 EDT 2016,5812081,"<p>I am working with Bluemix tutorial recipe "Real Time Data Analysis Using IBM Watson IoT Platform Analytics" presented here:	    <a href="https://developer.ibm.com/recipes/tutorials/real-time-data-analysis-using-ibm-watson-iot-platform-analytics" rel="nofollow">https://developer.ibm.com/recipes/tutorials/real-time-data-analysis-using-ibm-watson-iot-platform-analytics</a></p>		<p>I am not seeing the behavior in my Watson IoT dashboard as described; the phone device does connect and register itself but I see no events or data. 	In the node server logs a couple things seem concerning:</p>		<ol>	<li><p>404 on fetch of util.js; in fact that file is not in my code repository downloaded from the recipe's github.</p></li>	<li><p>Three deprecated warnings:</p>		<p>...deprecated multipart: use parser (multiparty, busboy, formidable) npm module instead at node_modules/express/node_modules/connect/lib/middleware/bodyParser.js:56:20</p>		<p>...deprecated limit: Restrict request size at location of read at node_modules/express/node_modules/connect/lib/middleware/multipart.js:86:15</p>		<p>...deprecated methodOverride: use method-override npm module instead at app.js:63:17</p></li>	</ol>		<p>The phone device shows some fluttering data values but stays in state "connecting". On the WatsonIoT dashboard it shows registered but "Disconnected".</p>		<p>Is the missing util.js a fatal condition? If not then how next to troubleshoot it as I am new to the whole package?</p>	"
39276629,39279156,39276629,2,2,Thu Sep 01 19:08:00 EDT 2016,5812081,"<p>Solved. The recipe checks for whether it needs to create its cloudant database, unaware that I'm sharing my cloudant service instance with other apps; it finds a db exists, blithely assumes that's the one it needs, and skips the create. Change app.js from:</p>		<pre><code>cloudant.db.list(function(err, all_dbs) {	    if (all_dbs.length == 0) {	        // first time -- need to create the iotzone-devices database	        cloudant.db.create('device_credentials', function()	</code></pre>		<p>to e.g.:</p>		<pre><code>cloudant.db.list(function(err, all_dbs) {	    if (all_dbs.indexOf(dbName) &lt; 0) {	        // first time -- need to create the iotzone-devices database	        cloudant.db.create(dbName, function()	        [etc...]	</code></pre>		<p>With the db in place, WatsonIoT accepts events coming from phone and shows the data as expected. </p>		<p>I found this by following the print statements in log.</p>	"
39276629,65934400,39279156,3,0,Fri Sep 02 20:24:00 EDT 2016,3198917,"I added a comment to the recipe that you referenced. The comment references this post. Thank you!"
