thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
46365673,46365673,null,1,1,Fri Sep 22 13:12:00 EDT 2017,1907453,"<p>Facing an issue to convert the file into small chunks and transfer as bytes to IoT device in android for a software upgrade. </p>		<p>In detail, mobile app will download the software upgrade file from cloud server and send the file to IoT devices to upgrade. Here the file should be sent into chunks and each chunk shouldn`t exceed 1024 bytes. </p>		<p>Here is my sample code to convert file into small byte chunks, </p>		<pre><code>byte[] bytes1024Size = new byte[1024];	InputStream in = new FileInputStream(upgradeFile);	byte content[] = new byte[1024];	int readCount = 0;	while((readCount = in.read(content)) &gt; 0) {	  System.out.println(new String(content, 0, readCount-1));	  String resultString = "";	  String fileContentChunk = new String(content, 0, readCount-1);	  String cmd = "UC" + count + "1024" + 	                    Arrays.toString(fileContent.getBytes()) + "$";	  Log.d(TAG, "Sending command **** " + cmd);	  System.out.println("file chunk "+ fileContentChunk);	}		in.close();	//upgradeEndRequest();	System.out.println("File saved successfully!");	</code></pre>		<p>Any help will be appreciated. </p>	"
