thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
40306710,40306710,null,1,0,Fri Oct 28 13:59:00 EDT 2016,4534885,"<p>I am trying to build a simple scenario so that I can control an endpoint "on/off" using Kaa, but I need to know how can I auth the endpoint ? I mean how can I manage that some specific end point that is being controlled ?	Also is there any way so that I can identify a point and then allow/deny the connection from the EP to Kaa ?	Thanks</p>	"
40306710,40319751,40306710,2,0,Sat Oct 29 13:51:00 EDT 2016,6718606,"<p>For details of endpoint authentication please refer to the <a href="http://kaaproject.github.io/kaa/docs/latest/Programming-guide/Key-platform-features/Devices-provisioning-and-registration/" rel="nofollow">Endpoint provisioning and registration</a>	documentation. You can use internal <a href="http://kaaproject.github.io/kaa/docs/latest/Programming-guide/Key-platform-features/Devices-provisioning-and-registration/#credentials-service" rel="nofollow">credentials service</a> 	to allows connection to Kaa cluster only to specified list of endpoints whose credentials were previously provisioned to Kaa server.</p>		<p>To control your endpoint by your server-side applications read about <a href="http://kaaproject.github.io/kaa/docs/latest/Programming-guide/Key-platform-features/Endpoint-profiles/#server-side-ep-profile" rel="nofollow">Server-side EP profile</a> and <a href="http://kaaproject.github.io/kaa/docs/latest/Programming-guide/Key-platform-features/Endpoint-groups/" rel="nofollow">Endpoint-groups</a> features.</p>	"
