thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
56375313,56375313,null,1,0,Thu May 30 09:22:00 EDT 2019,8276564,"<p>Hi guys i want to send some hex codes to an device that connected to router in some way and i create an android application that can connect that wifi and send  data to special ip and port but when i send data it must be 6 hex chars but in device i receive 183 character that can`t identified some body help.	and some thing else i create an socket in android to connect that ip and port and when i test it on java websocket server that i created it too it returns data as well as i send it to server.my question actually is how to send these data from android device throw wifi to router via 192.168.4.1 ip and 3030 port i successfully can send it but cant receive it as well as i send</p>	"
