thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
34250939,34250939,null,1,1,Sun Dec 13 12:11:00 EST 2015,1831847,"<p>I have a <code>BBB revision A5</code> and would like to fast track <code>AWS-iot</code> testing.</p>		<p>I am thinking of using the <code>BB Green</code> image as this might have some advantages.  Can I just download the <code>Grove image</code> and use it?</p>	"
34250939,34349393,34250939,2,0,Fri Dec 18 06:04:00 EST 2015,1831847,"<p>You will not be able to run the image on the 2 GB <a href="http://elinux.org/Beagleboard:BeagleBoneBlack" rel="nofollow">Rev A or B eMMCs</a>.  The <a href="http://elinux.org/Beagleboard:BeagleBoneBlack" rel="nofollow">Rev C BBB eMMC</a> have been upgraded to 4 GB and will be able to run the image.</p>		<p>You will be able to run it on the SD card.  Most likely the I/O pins will correspond to the <a href="http://www.seeedstudio.com/depot/Grove-Cape-for-BeagleBone-Series-p-1718.html" rel="nofollow">Grove Cape for BeagleBone Series</a> and only minor tweaks might be required.</p>	"
