thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
33899459,33899459,null,1,2,Tue Nov 24 16:54:00 EST 2015,4293609,"<p>I want to add location information to my entity in the contextBroker using the MQTT IoT Agent.	I followed this link to do so <a href="https://github.com/telefonicaid/fiware-IoTAgent-Cplusplus/blob/develop/doc/modules.md" rel="nofollow">https://github.com/telefonicaid/fiware-IoTAgent-Cplusplus/blob/develop/doc/modules.md</a> </p>		<p>My problem is that the attribut "location" was sent as String to the contextBroker not as "coords"</p>		<p>Here is what I sent to the MQTT IoT agent:</p>		<pre><code>int qos = 1;	boolean retain = false;		String topic = "myKey/sensorId/location";	String payload= "12.5/14.5";		this.dataService.publish(topic, position.getBytes(), qos, retain, 2);	</code></pre>		<p>I assume that the location attribut in the contextBroker will have the type "coords", something like that:</p>		<pre><code>{	    "name":"position",	    "type":"coords",	    "value":"33.000,-3.234234",	    "metadatas":[	    {	        "name":"location",	        "type":"string",	        "value":"WGS84"	    }]	}	</code></pre>		<p>But what I got in the contextBroker is this:</p>		<pre><code>"location" : {	        "value" : "12.5/14.5",	        "type" : "string",	        "md" : [	            {	                "name" : "TimeInstant",	                "type" : "ISO8601",	                "value" : "2015-11-24T16:26:09.530507"	            }	        ],	        "creDate" : 1448382369,	        "modDate" : 1448382369	    }	</code></pre>		<p>What have I missed? Thanks in advance for your help!</p>	"
33899459,33913598,33899459,2,1,Wed Nov 25 10:07:00 EST 2015,4293609,"<p>I figured it out, I have to register the device in the IoT Agent with the attribut "location" before start using it.</p>		<pre><code>"attributes": [	        {  "object_id":"location",	           "type": "coords",	           "name":"position"	        } ]	</code></pre>	"
33899459,33933970,33899459,2,1,Thu Nov 26 08:42:00 EST 2015,4809383,"<p>Exactly, you have the full description in the subsection "Conversion to Location Entity..." at the sections "MQTT" and "Ultralight" here:</p>		<p><a href="https://github.com/telefonicaid/fiware-IoTAgent-Cplusplus/blob/develop/doc/modules.md" rel="nofollow">https://github.com/telefonicaid/fiware-IoTAgent-Cplusplus/blob/develop/doc/modules.md</a> </p>		<p>Thanks for using FIWARE!</p>	"
