thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
32652986,32652986,null,1,1,Fri Sep 18 13:15:00 EDT 2015,4454969,"<p>When trying to use the <a href="https://developer.ibm.com/recipes/tutorials/visualizing-your-data/" rel="nofollow noreferrer">recipe</a> to visualize data from my device which is registered to the IoT Foundation  I am not seeing any data on the graph. </p>		<p>When I try and publish the following:</p>		<pre><code>myData={'name' : 'RPi', 'temp' : temp, 'relh' : relh}	</code></pre>		<p>... I get a blank visualization 	<a href="https://i.stack.imgur.com/YsdVI.png" rel="nofollow noreferrer"><img src="https://i.stack.imgur.com/YsdVI.png" alt="enter image description here"></a></p>	"
32652986,32653067,32652986,2,1,Fri Sep 18 13:19:00 EDT 2015,4454969,"<p>Send the data in JSON format (the visualization displays numerical data):</p>		<pre><code>myData={'d': {'size': 54, 'temp': 34}}	</code></pre>		<p>Documentation on this format can be found here: <a href="https://docs.internetofthings.ibmcloud.com/messaging/payload.html" rel="nofollow">https://docs.internetofthings.ibmcloud.com/messaging/payload.html</a></p>	"
