thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
45404965,45404965,null,1,0,Sun Jul 30 21:40:00 EDT 2017,5983168,"<p>ibm iot for electronics service welcome page not working. Not showing fields for Auth Key,API Key and ORG ID. I am following this iBM DOC	[<a href="https://console-regional.ng.bluemix.net/docs/starters/IoTElectronics-starter/iotelectronics_dashboard.html#iot4e_enabledashboard]" rel="nofollow noreferrer">https://console-regional.ng.bluemix.net/docs/starters/IoTElectronics-starter/iotelectronics_dashboard.html#iot4e_enabledashboard]</a></p>	"
45404965,77770265,45404965,3,1,Sun Jul 30 21:47:00 EDT 2017,5185646,"provide more information: what you see, error messages and so on"
45404965,77772491,45404965,3,0,Mon Jul 31 00:30:00 EDT 2017,5983168,"No there is not a single error I faced when I open ibmiotforelectronic service page.The page is suppose be like this .. [link] (https://console-regional.ng.bluemix.net/docs/starters/IoTElectronics-starter/iotelectronics_dashboard.html#iot4e_enabledashboard)  ... however when I open service there is no fields there."
45404965,77772516,45404965,3,0,Mon Jul 31 00:32:00 EDT 2017,5983168,"I stuck at 3rd step when I need to enter the keys .. but rather I dont see anything where I can put in my values"
45404965,45410486,45404965,2,0,Mon Jul 31 08:09:00 EDT 2017,323303,"<p>I get the same issue if I deploy the IoT for Electronics Boilerplate in the US.  I see:</p>		<blockquote>	  <p>Refused to display '<a href="https://login.ng.bluemix.net/UAALoginServerWAR/oauth/authorize?state=4df328" rel="nofollow noreferrer">https://login.ng.bluemix.net/UAALoginServerWAR/oauth/authorize?state=4df328</a>…ibmiotforelectronicsprod.mybluemix.net:443/rest/sso_dashboard?locale=en_IE' in a frame because it set 'X-Frame-Options' to 'sameorigin'.</p>	</blockquote>		<p>In the UK it works fine - you can use that region if you need it today. </p>	"
45404965,77797024,45410486,3,0,Mon Jul 31 14:07:00 EDT 2017,5983168,"Got it .. thanks again :)"
45404965,77797053,45410486,3,0,Mon Jul 31 14:08:00 EDT 2017,5983168,"Still faced an error even when I entered the values .. Binding IoT for Electronics and IoT Platform Update not successful"
45404965,77785152,45410486,3,0,Mon Jul 31 09:42:00 EDT 2017,5983168,"Thanks @amadain .. I can give it a try .."
45404965,77800810,45410486,3,0,Mon Jul 31 15:32:00 EDT 2017,323303,"You should log a new Q for that.  Do it in chrome.  Run developer tools.  See if you see anything in Red basically, in the Console.  Add that to the Q. btw, US is fixed for me also now."
45404965,77789100,45410486,3,0,Mon Jul 31 11:12:00 EDT 2017,5983168,"It worked .. thanks .. :)"
45404965,77789686,45410486,3,0,Mon Jul 31 11:25:00 EDT 2017,323303,"Great!  They do need to fix US region but you and I will both get more SO points if you accept the answer.  It's how we say thanks on SO ;-). Also, fyi, your Q would have been better received by the reviewers if you had included an extract from Chrome-More Tools-Developer Tools with the error I posted. Or at least a screenshot."
