thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
32080781,32080781,null,1,3,Tue Aug 18 19:11:00 EDT 2015,1073912,"<p>I understand trying to write to the same file from two different methods will cause an exception.  Is it okay to write to two different files on an SD Card at the same time or should I create a method for writing to the SD card and use a lock object to prevent multiple threads from accessing the method ?</p>	"
32080781,52083040,32080781,3,0,Wed Aug 19 11:31:00 EDT 2015,1073912,"Lukkha. I've tried both ways.  I know if I create a method with a lock then I am safe.  I am curious if I have two different methods writing to the same SD card on a Pi could cause problems ?"
