thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
55170178,55170178,null,1,0,Thu Mar 14 19:00:00 EDT 2019,11204992,"<p>Sometimes I can read my devices' logs in VS Code, and sometimes I can't. 	At the beginning of the week I was able to read it, two days ago I stopped receiving the logs, but <code>Iot Hub</code> dashboard was showing that I was receiving them. Today I was able to read it for 2 hours, and than it stopped again ...</p>		<p>My Azure Stream Analytics just receives input streams when I can read logs. Do you have any idea of what is happening here ?</p>		<p>My Iot Hub location is North Europe</p>	"
