thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
34472049,34472049,null,1,-1,Sat Dec 26 14:02:00 EST 2015,2406289,"<p>I am pretty new to the IOT and UWP for windows 10.	Is it possible to read QR Code using windows 10 IOT? Thank you very much.</p>	"
34472049,34472098,34472049,2,0,Sat Dec 26 14:08:00 EST 2015,3125120,"<p>You can try 	<a href="https://zxingnet.codeplex.com/" rel="nofollow">ZXing.NET</a> library.</p>		<p>ZXing.Net has a Windows Runtime Component that works in Windows 8.1 apps. It loads in a Windows 10 app too using the  WinRT .dll.</p>		<p>Also, You can get it from nuget: <a href="http://www.nuget.org/packages/ZXing.Net" rel="nofollow">http://www.nuget.org/packages/ZXing.Net</a></p>		<p>I'm adding a blog post that demos a simple Windows Phone 8 app for performing QR code scanning using ZXing.Net.Mobile</p>		<p><a href="http://www.davidbritch.com/2014/07/qr-code-scanning-in-windows-phone-app.html" rel="nofollow">QR scanning using ZXing.Net mobile demo</a></p>		<p>I hope that supports your question.</p>	"
