thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
56059187,56059187,null,1,-1,Thu May 09 12:13:00 EDT 2019,9623368,"<p>Fiware Cepheus home page says that its branch is archived and 'read only' now.	<a href="https://github.com/Orange-OpenSource/fiware-cepheus" rel="nofollow noreferrer">https://github.com/Orange-OpenSource/fiware-cepheus</a>	So does it mean:	1. There would be no future support and development in this community?	2. As alternative we should use 'Perseo' as its similar in functionality	   <a href="https://perseo.readthedocs.io/en/latest/" rel="nofollow noreferrer">https://perseo.readthedocs.io/en/latest/</a></p>	"
56059187,56059437,56059187,2,1,Thu May 09 12:26:00 EDT 2019,10743364,"<p>In general, archiving a GitHub project means that "the project is no longer actively maintained.<a href="https://help.github.com/en/articles/about-archiving-repositories" rel="nofollow noreferrer">https://help.github.com/en/articles/about-archiving-repositories</a></p>		<p>The Fiware Cepheus page also states that "no new features will be added, nor issues fixed by the original team." So this means option 1 is the answer to your question.</p>		<p>There exists 21 forks of this project, so perhaps the community is moving over to one of those?</p>		<p>I am not familiar with 'Perseo', so I cannot tell you if option 2 is a good solution or not.</p>	"
56059187,56072586,56059187,2,0,Fri May 10 07:16:00 EDT 2019,1179828,"<p>Yes, further information can be found in the <a href="https://github.com/FIWARE/catalogue/releases/tag/FIWARE_7.4" rel="nofollow noreferrer">FIWARE 7.4 Release Note</a></p>		<blockquote>	  <p>As announced at the Porto Global Summit 2018, five generic enablers	  were placed under analysis and have subsequently been removed:</p>	  	  <ul>	  <li>Proton, 3D-UI, FiVES, Cepheus, Aeron IoT Broker </li>	  </ul>	  	  <p><strong>Perseo</strong> is the now the	  preferred generic enabler for complex event processing, replacing	  Proton and Cepheus. 3D-UI. FiVES and Aeron are no longer seen to be a	  good fit with the FIWARE project.</p>	</blockquote>		<p>If you want to use Complex Event Processing you are left with two choices:</p>		<ol>	<li>Convert your project to use <a href="https://github.com/telefonicaid/perseo-core/" rel="nofollow noreferrer">Perseo</a> and continue to enjoy community support and development.</li>	<li>Continue to use an archived CEP processor, fork it and make further bug fixes on your own.</li>	</ol>	"
56059187,98876688,56072586,3,0,Tue May 14 02:24:00 EDT 2019,9623368,"Thanks all for your valuable comments."
