thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
50966468,50966468,null,1,1,Thu Jun 21 10:38:00 EDT 2018,7473050,"<p>First: I am aware of the distinct() function, but that's not what I want.</p>		<p>My problem: Imagine a series with sensor readings that barely change like e.g:</p>		<p><code>[2, 2, 2, 3, 3, 3, 4, 4, 4, 4, 4, 3, 3, 5, 5, 2]</code></p>		<p>In my application this series is very long (thousands of entries) and I would like to visualize it in a Diagram (on Android, but that doesn't matter).</p>		<p>What I'd like to achieve:</p>		<p>I would like to get the values, where the series changes e.g:</p>		<p><code>[2,       3,       4,             3,    5,    2]</code></p>		<p>of course with their respective timestamps and tags.</p>		<p>With the distinct() function the result would look like this:</p>		<p><code>[2,       3,       4,                   5,     ]</code></p>		<p>Thanks!</p>	"
