thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
53708204,53708204,null,1,0,Mon Dec 10 14:56:00 EST 2018,6712610,"<p>I need help. I trying to connect my client Angular 7 and AWS Lambda with AWS IoT websockets. I'm using Cognito credentials por authenticate every client. This is the code that I write in the ngOnit():</p>		<pre><code>ngOnInit() {	  AWS.config.region = 'us-east-1';	  AWS.config.credentials = new AWS.CognitoIdentityCredentials({	    IdentityPoolId: this.identityPool	  });		  const client = AWSMqtt.connect({	    WebSocket: window.WebSocket,	    region: AWS.config.region,	    credentials: AWS.config.credentials,	    endpoint: this.endpoint,	    clientId: 'mqtt-client-' + (Math.floor((Math.random() * 100000) + 1))	  });		  client.on('connect', () =&gt; {	    client.subscribe('/my-app');	    console.log('connect');	  });	  client.on('message', (topic, message) =&gt; {	    console.log('message');	    console.log(topic, message);	  });	  client.on('close', () =&gt; {	    console.log('close');	  });	  client.on('offline', () =&gt; {	    console.log('offline');	  });	}	</code></pre>		<p>This is the policie in my IoT Core:</p>		<pre><code>{	 "Version": "2012-10-17",	 "Statement": [	  {	    "Effect": "Allow",	    "Action": [	      "iot:Connect",	      "iot:Publish",	      "iot:Subscribe",	      "iot:Receive",	      "iot:GetThingShadow",	      "iot:UpdateThingShadow",	      "iot:DeleteThingShadow"	    ],	    "Resource": "*"	  }	 ]	}	</code></pre>		<p>In my browser i get the next error:</p>		<p><a href="https://i.stack.imgur.com/oznmx.png" rel="nofollow noreferrer"><img src="https://i.stack.imgur.com/oznmx.png" alt="enter image description here"></a></p>		<p>I don't know how to fix this or why is this happening. Thanks.</p>	"
53708204,95437830,53708204,3,0,Tue Jan 22 13:18:00 EST 2019,2967920,"Is your role correctly configured in aws?"
