thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
31743221,31743221,null,1,2,Fri Jul 31 09:49:00 EDT 2015,4293609,"<p>The KURA MQTT cloud client publishes messages respecting the following formula (<a href="http://eclipse.github.io/kura/ref/mqtt-namespace.html" rel="nofollow">more details</a>):</p>		<pre><code>#account-name/#client-id/#API-ID/topic	</code></pre>		<p>I want to send MQTT messages with my own format, I dont want to send the account name and the client id in the MQTT message.</p>		<p>How can I do that? 	I already tried to change the configuration in the KURA web interface -> MQTTData transport and I have deleted the content of "lwt.topic" but without success.</p>	"
31743221,31761816,31743221,2,4,Sat Aug 01 12:25:00 EDT 2015,423955,"<p>Use the <a href="http://download.eclipse.org/kura/releases/1.2.0/docs/apidocs/org/eclipse/kura/data/DataService.html" rel="nofollow">DataService</a> directly. Ask OSGi to inject the instance into your component.<br>	Sample code to use in your component class:</p>		<pre><code>public class MyComponent {	    private DataService m_dataService;		    public void setDataService(DataService dataService) {	        m_dataService = dataService;	    }		    public void unsetDataService(DataService dataService) {	        m_dataService = null;	    }		    // activate() deactivate() and all required methods		    public void publish() {	        String topic = "your/topic";	        String payload = "Hello!";	        int qos = 0;	        boolean retain = false;	        try {	            m_dataService.publish(topic, payload.getBytes(), qos, retain, 2);	            s_logger.info("Publish ok");	        } catch (Exception e) {	            s_logger.error("Error while publishing", e);	        }	    }	}	</code></pre>		<p>In your component <strong>OSGI-INF/mycomponent.xml</strong> tell OSGi which methods to call to inject the DataService by adding the following</p>		<pre><code>&lt;reference name="DataService"	    interface="org.eclipse.kura.data.DataService"	    bind="setDataService"	    unbind="unsetDataService"	    cardinality="1..1"	    policy="static" /&gt;	</code></pre>		<p>Then you can pass the topic you need to <code>DataService.publish(...)</code>. Payloads must be converted to <code>byte[]</code> arrays.</p>	"
