thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
56644622,56644622,null,1,0,Tue Jun 18 08:14:00 EDT 2019,11663010,"<p>the following code is what i used to publish data from my r-pi sense-hat to the IBM cloud</p>		<pre><code>topic = 'iot-2/evt/temperature/fmt/json'	print("Publishing data from pito cloud",json.dumps(payload))	client.publish(topic,json.dumps(payload), qos=1)	</code></pre>		<p>Has the format for publishing changed on the IBM Cloud?	IBM cloud connection log gave the message: Topic does not match authorized rule.</p>	"
56644622,56647592,56644622,2,1,Tue Jun 18 10:59:00 EDT 2019,3818286,"<p>If you are publishing events connected as a device (e.g. clientId = <strong>d:{orgId}:{typeId}:{deviceId}</strong>) that is the correct topic:</p>		<pre><code>iot-2/evt/temperature/fmt/json	</code></pre>		<p>If you are publishing events connected as an application (e.g. clientId = <strong>a:{orgId}:{appId}</strong>) the topic structure you need to use is different: </p>		<pre><code>iot-2/type/{typeId}/id/{deviceId}/evt/temperature/fmt/json	</code></pre>		<p>Looks like you are using the Python paho client, if you are using Python I highly recommend giving official SDK <strong>wiotp-sdk</strong> package a try, it masks all the internal details of the MQTT &amp; HTTP APIs such as which topic strings to use.  </p>		<p>The code is open source in <a href="https://github.com/ibm-watson-iot/iot-python" rel="nofollow noreferrer">GitHub</a>, available from <a href="https://pypi.org/project/wiotp-sdk/" rel="nofollow noreferrer">PyPi</a> and used extensively by the Watson IoT Platform development team for all our internal monitoring agents.</p>		<p>The relevant code for event publication for applications and devices are below, even if you don't want to use the SDK these may be of help to you to see how the underlying Paho client is being used: </p>		<ul>	<li><a href="https://github.com/ibm-watson-iot/iot-python/blob/30dc9eb9b025d0962085063a969f257e6cfd647b/src/wiotp/sdk/device/client.py#L90" rel="nofollow noreferrer">wiotp/sdk/device/client.py#L90</a></li>	<li><a href="https://github.com/ibm-watson-iot/iot-python/blob/30dc9eb9b025d0962085063a969f257e6cfd647b/src/wiotp/sdk/application/client.py#L165" rel="nofollow noreferrer">wiotp/sdk/application/client.py#L165</a></li>	</ul>	"
