thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
57967906,57967906,null,1,-2,Tue Sep 17 05:35:00 EDT 2019,12077550,"<p>I am doing thesis on Intrusion Detection System of IoT. I need help to get the data set. It can be structured or unstructured data-set.	Any kind of suggestion related to this topic will be received very warmly.	Thanks in advance.</p>	"
