thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
54906264,54906264,null,1,1,Wed Feb 27 13:08:00 EST 2019,11125179,"<p>I have the following code which calls updateThing from IoT class in aws-sdk JavaScript SDK. However it throws an error:</p>		<pre><code>'{"errorMessage":"1 validation error detected: Value \'{asd={\\"asd\\":\\"asd\\"}, foo={\\"foo\\":\\"foo\\"}}\' at \'attributePayload.attributes\' failed to satisfy constraint: Map value must satisfy constraint: [Member must have length less than or equal to 800, Member must have length greater than or equal to 0, Member must satisfy regular expression pattern: [a-zA-Z0-9_.,@/:#-]*]",	</code></pre>		<p>This is within a Lambda function:</p>		<pre><code>  const aws = require('aws-sdk');		  const IoT = new aws.Iot({	    endpoint: 'iot.eu-west-1.amazonaws.com',	    apiVersion: '2015-05-28'	  })		  const PARAMS = {	    thingName: deviceId,	    thingTypeName: 'StreetLight',	    attributePayload: {	      attributes: {	        // should be the correct way of passing the object. expects a string value for each key	       'asd': JSON.stringify({asd:'asd'}),	       'foo': JSON.stringify({foo:'foo'})	      }	    }	    ,	  };		  IoT.updateThing(params, function(err, res) {	     // code	  });	</code></pre>	"
