thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
56913563,56913563,null,1,0,Sat Jul 06 11:14:00 EDT 2019,6487457,"<p>I use to add some security to kaa server for my master thesis and now I have some question because i couldn't find any document about security that kaa have , I hope you can help me on this way.	I want to add attribute based encryption for messages sent between endpoints.</p>		<p>These are my questions :</p>		<ol>	<li><p>(package org.kaaproject.kaa.common.endpoint.security; ) I know that it encrypt and decrypt with RSA but I couldn't find any sample that works with to understand that  it encrypt messages or the channel ???</p></li>	<li><p>Is it correct if I add ABE-Encryption here in ( kaa endpoint -server shared ) or in ( kaa transport shared )</p></li>	<li><p>About the usage, how can I get it in SDK ?!?</p></li>	</ol>	"
