thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
50404814,50404814,null,1,0,Fri May 18 06:10:00 EDT 2018,7809592,"<p>I have read that the overhead is low. What does it really mean when compared to HTTP? Does it not use the ip address of the server to which a client tries to connect to? If not, how does a client connect to a server?</p>	"
50404814,50405528,50404814,2,0,Fri May 18 06:59:00 EDT 2018,504554,"<p>Low overhead means that for a given size of messages there is very little extra information sent. It has nothing to do with broker discovery.</p>		<p>E.g. for a HTTP message there us a relatively large amount of HTTP Headers sent before any of the message is transmitted.</p>		<p>The client will connect to the broker via it's IP address. This can either be known in advance, looked up from a host name via DNS or looked up via a TXT record in the DNS for a given domain. You can see examples of broker discovery on the mqtt.org site <a href="https://github.com/mqtt/mqtt.github.io/wiki/broker_auto-discovery" rel="nofollow noreferrer">here</a></p>	"
