thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
57508087,57508087,null,1,1,Thu Aug 15 10:09:00 EDT 2019,11913760,"<p>I have a TI sensortag CC2650 connected to a Raspberry Pi using Node-Red and I have connected them to IBM Watson IoT output.</p>		<p>I am trying to create a card in a board in IBM Watson IoT Platform in order to see the data but when I click on <em>"boards" => "Usage overview"</em> I get the following error:  </p>		<blockquote>	  <p>TypeError: Cannot read property 'alert' of undefined at <a href="https://orgID.internetofthings.ibmcloud.com/bundle.main.4dd68f5c0fb0629c2282.js:4:599791" rel="nofollow noreferrer">https://orgID.internetofthings.ibmcloud.com/bundle.main.4dd68f5c0fb0629c2282.js:4:599791</a></p>	</blockquote>		<p>(orgID is my organization ID)</p>	"
