thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
53429828,53429828,null,1,0,Thu Nov 22 11:20:00 EST 2018,7968752,"<p>I just started working in openHAB and was wondering if there was an API to get the MAC-address of an item or some other unique ID that will not change if I for example disconnect/delete the device and reconnect it. </p>		<p>I want the unique ID so that I can put the Thing in a database without it creating a duplicate in case it disconnects or I delete the device.</p>	"
53429828,54763151,53429828,2,0,Tue Feb 19 09:45:00 EST 2019,1149734,"<p>I think the REST API is providing good information.	<a href="https://www.openhab.org/docs/configuration/restdocs.html" rel="nofollow noreferrer">https://www.openhab.org/docs/configuration/restdocs.html</a></p>		<p>for example	<code>openhaburl:8080/rest/things</code></p>		<p>You get a List of things containing, amongst other things, the UID and that contains the serial of the device.</p>		<p>Regards	Michael </p>	"
