thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
44087162,44087162,null,1,0,Sat May 20 14:39:00 EDT 2017,7771698,"<p>I tried make a simple implementation of using Kura DataService </p>		<p>Here is the java class I made <strong>LampuPintar.java</strong></p>		<pre><code>package org.eclipse.kura.smarthome.lampupintar;	import org.eclipse.kura.data.DataService;	import org.osgi.service.component.ComponentContext;	import org.slf4j.Logger;	import org.slf4j.LoggerFactory;		public class LampuPintar {	    private DataService m_dataservice;		    private static final Logger s_logger = LoggerFactory.getLogger(LampuPintar.class);		    private static final String APP_ID = "lampupintar";		    public void setDataService(DataService dataService){	        m_dataservice = dataService;	    }		    public void unsetDataService(DataService dataService){	        m_dataservice = null;	    }		    protected void activate(ComponentContext componentContext) {	        s_logger.info("Bundle " + APP_ID + " has started!");	        s_logger.debug(APP_ID + ": This is a debug message.");	    }		    protected void deactivate(ComponentContext componentContext) {	        s_logger.info("Bundle " + APP_ID + " has stopped!");	    }		    public void publish() {	        String topic = "smarthome/lampupintar";	        String payload = "Hello";	        int qos = 2;	        boolean retain = false;	        for (int i=0; i&lt;20;i++){	            try {	                m_dataservice.publish(topic, payload.getBytes(), qos, retain, 2);	                s_logger.info("Publish ok");	            } catch (Exception e) {	                s_logger.error("Error while publishing", e);	            }	        } 		    }	}	</code></pre>		<p>and this is the component definition file, <strong>component.xml</strong></p>		<pre><code>&lt;?xml version="1.0" encoding="UTF-8"?&gt;	&lt;scr:component xmlns:scr="http://www.osgi.org/xmlns/scr/v1.1.0" 	    activate="activate" deactivate="deactivate" 	    name="org.eclipse.kura.smarthome.lampupintar"&gt;	&lt;implementation class="org.eclipse.kura.smarthome.lampupintar.LampuPintar"/&gt;	&lt;reference bind="setDataService" 	    cardinality="1..1" 	    interface="org.eclipse.kura.data.DataService" 	    name="DataService" 	    policy="static" 	    unbind="unsetDataService"/&gt;	&lt;/scr:component&gt;	</code></pre>		<p>I tried make a project with those files, I successfully created the .dp file and installed it to Kura Web UI, but it seems showed nothing and not send anything to the broker (I checked in the mosquitto broker console).</p>		<p>What's wrong with those codes ?? or something miss from those code to make it complete and work properly ??</p>		<p>Thanks.</p>	"
44087162,44136927,44087162,2,0,Tue May 23 13:58:00 EDT 2017,5029050,"<p>Have you checked the log files (/var/log/kura.log and /var/log/kura-console.log)? Are you seeing your "Publish ok" message in the log? You can also check your bundle with the OSGi console (telnet localhost 5002) using the 'ss' and 'ls' commands. This will show if the bundle and resolved correctly.</p>		<p>I would also add the DataServiceListener [1]. This will help track events with the DataService.</p>		<p>[1] <a href="http://download.eclipse.org/kura/docs/api/3.0.0/apidocs/org/eclipse/kura/data/listener/DataServiceListener.html" rel="nofollow noreferrer">http://download.eclipse.org/kura/docs/api/3.0.0/apidocs/org/eclipse/kura/data/listener/DataServiceListener.html</a></p>	"
