thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
54438490,54438490,null,1,0,Wed Jan 30 10:33:00 EST 2019,5670397,"<p>I connected my mobile device to the IOT hub. I would like to  display the connectivity (online/offline) status of the device on IOT hub service app installed on another device. How to achieve this? Is there any automatic trigger/event that fires when there is change in connectivity status? Also is there any API in service SDK to check the connectivity status of the device.</p>	"
54438490,54448144,54438490,2,1,Wed Jan 30 19:28:00 EST 2019,8876218,"<p>Yes, we publish device connection state on Event Grid, which can be used for trigger: <a href="https://docs.microsoft.com/en-us/azure/iot-hub/iot-hub-how-to-order-connection-state-events" rel="nofollow noreferrer">https://docs.microsoft.com/en-us/azure/iot-hub/iot-hub-how-to-order-connection-state-events</a></p>	"
