thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
50111151,50111151,null,1,-3,Tue May 01 03:56:00 EDT 2018,4957263,"<p>How I discover when this buttons was clicked?</p>		<pre><code>webpage += "Click &lt;a href=\"/H\"&gt;here&lt;/a&gt; Ligar a led&lt;br&gt;";	webpage += "Click &lt;a href=\"/L\"&gt;here&lt;/a&gt; Desligar a led &lt;br&gt;";	</code></pre>		<p>On ESP without Arduino I can do it using "endsWith", but I don't know how to do it with Arduino and ESP. </p>		<p>Does the function "esp8266.find("H")" work?</p>	"
50111151,50200938,50111151,2,0,Sun May 06 14:43:00 EDT 2018,2802266,"<p>Please explain better your problem.</p>		<p>In Arduino-Esp8266 String have the endsWith.</p>		<p>Example:</p>		<pre><code>String test = "AAAAAH";	if (test.endsWith("H")) {	    //...	}	</code></pre>	"
