thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
40709528,40709528,null,1,4,Sun Nov 20 21:22:00 EST 2016,4824279,"<p>Im new to Apache Nifi , and I'm having a use case which i need to parse and decode different kind of messages from Sensors, transform and load the data in Hbase all my sensors send data every 10 minutes through an API via a post request, what I have done for now is a service with JAVA that listen on a specific port and do all the ETL dataflow, any idea how can I use Apache Nifi for this use case ?</p>	"
40709528,40726256,40709528,2,7,Mon Nov 21 17:45:00 EST 2016,3587167,"<p>Your use case sounds like the kind of data flow NiFi was built to handle, and NiFi has specific capabilities you will want.  NiFi has several processors that can help you implement an HTTP web service.</p>		<ul>	<li><p><a href="https://nifi.apache.org/docs/nifi-docs/components/org.apache.nifi.processors.standard.ListenHTTP/index.html" rel="noreferrer">ListenHTTP</a> - Simple receive from HTTP to a flowfile via POST.</p></li>	<li><p><a href="https://nifi.apache.org/docs/nifi-docs/components/org.apache.nifi.processors.standard.HandleHttpRequest/index.html" rel="noreferrer">HandleHttpRequest</a> and <a href="https://nifi.apache.org/docs/nifi-docs/components/org.apache.nifi.processors.standard.HandleHttpResponse/index.html" rel="noreferrer">HandleHttpResponse</a> - Combination of processors for better control of HTTP verbs and response codes based on the processing the flowfile.</p></li>	</ul>		<p>NiFi also has processors for working with HBase, especially <a href="https://nifi.apache.org/docs/nifi-docs/components/org.apache.nifi.hbase.PutHBaseJSON/index.html" rel="noreferrer">PutHBaseJSON</a> for inserting JSON source data into HBase.</p>		<p>In addition to these specific processors, NiFi has many processors for shaping and routing your data.  I recommend looking at some of the <a href="https://cwiki.apache.org/confluence/display/NIFI/Example+Dataflow+Templates" rel="noreferrer">Example Dataflow Templates</a>, some appear directly relevant to your case:</p>		<ul>	<li><a href="https://cwiki.apache.org/confluence/download/attachments/57904847/Hello_NiFi_Web_Service.xml?version=1&amp;modificationDate=1449369797000&amp;api=v2" rel="noreferrer">Hello NiFi Web Service</a></li>	<li><a href="https://cwiki.apache.org/confluence/download/attachments/57904847/Fun_with_HBase.xml?version=1&amp;modificationDate=1449181773000&amp;api=v2" rel="noreferrer">Fun with HBase</a></li>	</ul>	"
