thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
57267798,57267798,null,1,1,Tue Jul 30 08:52:00 EDT 2019,11856477,"<p>Here is an image about my problem.I'm totally stuck.	<a href="https://ibb.co/hCx74JV" rel="nofollow noreferrer">https://ibb.co/hCx74JV</a></p>		<pre><code>C:\Users\Staj&gt;pip install imgaug	Collecting imgaug	  Using cached https://files.pythonhosted.org/packages/17/a9/36de8c0e1ffb2d86f871cac60e5caa910cbbdb5f4741df5ef856c47f4445/imgaug-0.2.9-py2.py3-none-any.whl	Requirement already satisfied: Pillow in e:\python\lib\site-packages (from imgaug) (5.4.1)	Collecting scikit-image&gt;=0.11.0 (from imgaug)	  Using cached https://files.pythonhosted.org/packages/79/16/c5a36a03f90d4a246791d4ff1879f1868e1c5db58fac9f03427395c5e2d6/scikit_image-0.15.0-cp37-none-win_amd64.whl	Requirement already satisfied: six in e:\python\lib\site-packages (from imgaug) (1.12.0)	Collecting Shapely (from imgaug)	  Using cached https://files.pythonhosted.org/packages/a2/fb/7a7af9ef7a35d16fa23b127abee272cfc483ca89029b73e92e93cdf36e6b/Shapely-1.6.4.post2.tar.gz	    ERROR: Command errored out with exit status 1:	     command: 'e:\python\python.exe' -c 'import sys, setuptools, tokenize; sys.argv[0] = '"'"'C:\\Users\\Staj\\AppData\\Local\\Temp\\pip-install-_wc8sxch\\Shapely\\setup.py'"'"'; __file__='"'"'C:\\Users\\Staj\\AppData\\Local\\Temp\\pip-install-_wc8sxch\\Shapely\\setup.py'"'"';f=getattr(tokenize, '"'"'open'"'"', open)(__file__);code=f.read().replace('"'"'\r\n'"'"', '"'"'\n'"'"');f.close();exec(compile(code, __file__, '"'"'exec'"'"'))' egg_info --egg-base pip-egg-info	         cwd: C:\Users\Staj\AppData\Local\Temp\pip-install-_wc8sxch\Shapely\	    Complete output (9 lines):	    Traceback (most recent call last):	      File "&lt;string&gt;", line 1, in &lt;module&gt;	      File "C:\Users\Staj\AppData\Local\Temp\pip-install-_wc8sxch\Shapely\setup.py", line 80, in &lt;module&gt;	        from shapely._buildcfg import geos_version_string, geos_version, \	      File "C:\Users\Staj\AppData\Local\Temp\pip-install-_wc8sxch\Shapely\shapely\_buildcfg.py", line 200, in &lt;module&gt;	        lgeos = CDLL("geos_c.dll")	      File "e:\python\lib\ctypes\__init__.py", line 364, in __init__	        self._handle = _dlopen(self._name, mode)	    OSError: [WinError 126] The specified module could not be found	    ----------------------------------------	ERROR: Command errored out with exit status 1: python setup.py egg_info Check the logs for full command output.	</code></pre>	"
57267798,57268315,57267798,2,0,Tue Jul 30 09:20:00 EDT 2019,4671908,"<p>Error rather says it all. <code>The specified module could not be found</code> means that you didn't install some required packages. I guess you're missing <code>Shapely</code> <a href="https://imgaug.readthedocs.io/en/latest/source/installation.html#install-requirements" rel="nofollow noreferrer">which is a requirement</a>. Follow installation steps from the documentation next time. Or use conda, it's simpler.</p>	"
57267798,57807342,57267798,2,0,Thu Sep 05 14:08:00 EDT 2019,5831306,"<p>The error is probably due to missing C compiler required for building the dll.	Workaround:</p>		<ol>	<li><p>install binaries from <a href="https://www.lfd.uci.edu/~gohlke/pythonlibs/#shapely" rel="nofollow noreferrer">https://www.lfd.uci.edu/~gohlke/pythonlibs/#shapely</a></p></li>	<li><p>pip install Shapely-1.6.4.post2-cp37-cp37m-win_amd64.whl (In Anaconda env. you can use conda install)</p></li>	</ol>	"
