thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
51150322,51150322,null,1,-1,Tue Jul 03 08:50:00 EDT 2018,10025608,"<p>I am able to configure the esp8266 using the tapzu wifi manager, i would also like to send the mqtt server id and password from the wifi configure page so that the esp can connect to the mqtt server. I do not want to be flashing the esp every-time, any resources would be much appreciated. Thank you.  </p>	"
51150322,51317994,51150322,2,0,Fri Jul 13 05:08:00 EDT 2018,4743730,"<p>You can add custom parameters to WiFiManager by:</p>		<pre><code>// id/name, placeholder/prompt, default, length	WiFiManagerParameter custom_mqtt_server("server", "mqtt server", mqtt_server, 40);	wifiManager.addParameter(&amp;custom_mqtt_server);	</code></pre>		<p>And you can retrieve the values by </p>		<pre><code>mqtt_server = custom_mqtt_server.getValue();	</code></pre>		<p>For more details see the <a href="https://github.com/tzapu/WiFiManager#custom-parameters" rel="nofollow noreferrer">documentation</a></p>	"
