thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
55025014,55025014,null,1,0,Wed Mar 06 14:07:00 EST 2019,11159952,"<p>Upon clicking "Download Sketch" within the Arduino extension of WSO2 IoT Server, I am presented with the following error message below.</p>		<p><a href="https://i.stack.imgur.com/tgeH6.png" rel="nofollow noreferrer">Download Arduino Sketch Agent Error Message</a></p>		<p>I've been stuck with this for the past weeks and been unable to find a solution online is anyone able to help?</p>	"
