thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
41187078,41187078,null,1,3,Fri Dec 16 14:58:00 EST 2016,7307256,"<p>I am trying to update DynamoDB and I send JSON data from Rasperry PI or MQTT Client, but when I look to CloudWatch I see below error message.</p>		<p><em>EVENT:DynamoActionFailure TOPICNAME:iotbutton/test CLIENTID:MQTT_FX_Client MESSAGE:Dynamo Insert record failed. The error received was Attribute name must not be null or empty. Message arrived on: iotbutton/test, Action: dynamo, Table: myTable_IoT, HashKeyField: SerialNumber, HashKeyValue: ABCDEFG12345, RangeKeyField: Some(ClickType), RangeKeyValue: SINGLE</em></p>		<p>I am using the AWS IoT Tutorial (<a href="http://docs.aws.amazon.com/iot/latest/developerguide/iot-dg.pdf" rel="nofollow noreferrer">http://docs.aws.amazon.com/iot/latest/developerguide/iot-dg.pdf</a>),  The Seccion: Creating a DynamoDB Rule. </p>		<p>The data I send to the IoT platform is:</p>		<pre><code>{	 "serialNumber" : "ABCDEFG12345",	 "clickType" : "SINGLE",	 "batteryVoltage" : "5v USB"	}	</code></pre>		<p>topic: <em>iotbutton/ABCDEFG12345</em></p>		<p>Does anyone come across this error and aware of any solution?</p>		<p>Thanks, regards.</p>	"
41187078,69630352,41187078,3,0,Mon Dec 19 04:31:00 EST 2016,1726083,"It looks to me that you didn't capitolize the `s` of `SerialNumber`, vs `serialNumer` in your data, and the same with `ClickType`.  Expect capitalization to matter in AWS across the board."
41187078,54410892,41187078,2,3,Mon Jan 28 21:58:00 EST 2019,3827362,"<p>This is the message the CloudWatch logs showed when a tried doing this:</p>		<pre><code>{ 	  "timestamp": "2019-01-28 21:26:16.363", 	  "logLevel": "ERROR", 	  "traceId": "9e3ff9b0-fcdf-d8ae-e8a8-4b7a24902405", 	  "accountId": "xxx", 	  "status": "Failure", 	  "eventType": "RuleExecution", 	  "clientId": "basicPubSub", 	  "topicName": "xxx/r117", 	  "ruleName": "devCompDynamoDB", 	  "ruleAction": "DynamoAction", 	  "resources": 	  { 	    "ItemRangeKeyValue": "SINGLE", 	    "IsPayloadJSON": "true", 	    "ItemHashKeyField": "SerialNumber", 	    "Operation": "Insert", 	    "ItemRangeKeyField": "ClickType", 	    "Table": "TestIoTDataTable", 	    "ItemHashKeyValue": "ABCDEFG12345" 	  }, 	  "principalId": "xx", 	  "details": "Attribute name must not be null or empty" 	}	</code></pre>		<p><strong>To Fix it</strong> I edited the DynamoDB Rule in the IoT Web Console and I added a payload column in the "Write message data to this column" field.</p>		<p><a href="https://i.stack.imgur.com/RR41d.png" rel="nofollow noreferrer">Example Image</a></p>	"
