thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
46262982,46262982,null,1,0,Sun Sep 17 10:21:00 EDT 2017,5667779,"<p>I tried to listen to a port with raspberry pi and C#</p>		<pre><code>private static StreamSocketListener listener;	</code></pre>		<p>Here is my code </p>		<pre><code> public static async void Start()	    {	        try	        {	            listener = new StreamSocketListener();	            await listener.BindServiceNameAsync(Port.ToString());	            Connected = true;	        }	        catch (Exception e)	        {	            Close();	            OnError?.Invoke(e.Message);	        }	    }	</code></pre>		<p>It runs but when network disconnected my app crashes and Exit.</p>		<p>How can I handle this?</p>	"
46262982,79491111,46262982,3,0,Sun Sep 17 12:36:00 EDT 2017,238704,"What error? You need to include all relevant information in your question."
46262982,79510754,46262982,3,0,Mon Sep 18 07:49:00 EDT 2017,5667779,"Yes I Checked   StreamSocket sample 		But I did not notice	In My App After Start Server And Listen To port When unplug the Lan Cable  From Raspberry Device  app Crashed And Exit and Do not Show Any Error"
46262982,79503742,46262982,3,0,Mon Sep 18 02:01:00 EDT 2017,6601582,"Have you checked [StreamSocket sample](https://github.com/Microsoft/Windows-universal-samples/tree/master/Samples/StreamSocket)?"
