thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
53909811,53909811,null,1,0,Mon Dec 24 06:11:00 EST 2018,10827949,"<p>I have a Android App that uses to toggle LED state, but I want to perform this action through Google Assistant.</p>		<p>I've already go through with the Google App Actions but it still in under development.</p>		<p>So is there any way that I could define custom voice Actions for my Android Application.</p>		<p>something like</p>		<ul>	<li>Ok google, light up the LED </li>	<li>Ok google, light up the Bulb</li>	<li>Ok google, turn off the lights</li>	</ul>	"
