thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
57103358,57103358,null,1,0,Thu Jul 18 22:27:00 EDT 2019,11805446,"<p>I´m working with <strong>DOIT ESP32 DEVKIT V1</strong> on <strong>ZERYNTH</strong>. I tried to configure a project from the console to integrate <strong>AWS IOT Thing</strong>, but in the terminal, I had an error response as shown below. I'm working with the example <code>controlled_publish_period</code>.</p>		<pre class="lang-sh prettyprint-override"><code>ztc aws add-things .\controlled_publish_period\ \	  --things-base-name "zdev" \	  --things-number 1		Usage: ztc.py aws add-things [OPTIONS] PROJECT_PATH		</code></pre>		<p>Error:</p>		<blockquote>	  <p>Error: Got unexpected extra argument (zdev)</p>	</blockquote>		<p>I have checked aws and zerynth guides, but I can´t solve this problem</p>	"
