thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
56024147,56024147,null,1,0,Tue May 07 13:49:00 EDT 2019,11362993,"<p>i've been struggling with this problem and cannot find an answer... Im trying to send text/data to aws iotcore console. But when i run "node app.js"  i get the following error:</p>		<pre><code>Error: connect ETIMEDOUT 34.236.26.41:8883	    at TCPConnectWrap.afterConnect [as oncomplete] (net.js:1097:14)	Emitted 'error' event at:	    at MqttClient.&lt;anonymous&gt; (C:\Users\user\Desktop\aws\node_modules\aws-iot-device-sdk\device\index.js:808:12)	    at MqttClient.emit (events.js:189:13)	    at TLSSocket.handleTLSerrors (C:\Users\user\Desktop\aws\node_modules\aws-iot-device-sdk\device\lib\tls.js:29:18)	    at TLSSocket.emit (events.js:194:15)	    at emitErrorNT (internal/streams/destroy.js:82:8)	    at emitErrorAndCloseNT (internal/streams/destroy.js:50:3)	    at process._tickCallback (internal/process/next_tick.js:63:19)	</code></pre>		<p>id appreciate if you guys have any idea about this and tell me what should i do... Cheers!</p>	"
