thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
41558968,41558968,null,1,1,Mon Jan 09 23:53:00 EST 2017,4727650,"<p>I'm trying to get a Skywire LTE Cat 1 modem (<a href="http://nimbelink.com/skywire-4g-lte-cat-1/" rel="nofollow noreferrer">http://nimbelink.com/skywire-4g-lte-cat-1/</a>) to update a thing shadow on AWS IoT. I have the device talking to AWS via HTTP, and am able to execute a GET command per their tutorial. </p>		<p>Now I am trying to execute a POST command to update my thing's shadow. However, whenever I try to send my POST command:</p>		<pre><code>POST /things/AWS_Test_Thing/shadow HTTP/1.1	BODY: {"state":{"reported":{"Temp":55}}}	</code></pre>		<p>AWS sends me the following error: </p>		<pre><code>HTTP/1.1 Bad Request	{"message":"Payload contains invalid json","traceId":"e53be1d6-7967f52c-4dd6-d7b95cc20628"}	</code></pre>		<p>I've never used JSON before, but from what I can gather, </p>		<pre><code>{"state":{"reported":{"Temp":55}}} 	</code></pre>		<p>should be valid JSON and complies with AWS IoT documentation (<a href="http://docs.aws.amazon.com/iot/latest/developerguide/thing-shadow-document-syntax.html#thing-shadow-example-request-json" rel="nofollow noreferrer">http://docs.aws.amazon.com/iot/latest/developerguide/thing-shadow-document-syntax.html#thing-shadow-example-request-json</a>). What am I missing? </p>	"
41558968,41698934,41558968,2,0,Tue Jan 17 13:53:00 EST 2017,4219375,"<p>If you are updating the shadow via a POST request, you should have a "desired" statement instead of "reported". </p>	"
41558968,42602586,41558968,2,0,Sat Mar 04 23:29:00 EST 2017,7659833,"<p>Make sure you have the <code>Content-Length</code> header included as part of the request and signing procedure. The <code>Content-Length</code> must reflect the size of the JSON payload you are sending.</p>	"
