thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
58247600,58247600,null,1,0,Sat Oct 05 10:51:00 EDT 2019,5498313,"<p>I am having difficulty using <strong>${iot:Certificate.Subject.SerialNumber}</strong> in a policy to restrict shadow access to the device using the specified certificate.</p>		<p>I have a certificate that has been issued by aws-iot with serialnumber in hex : <strong>00 FC 63 F4 3D D8 8D 92 B1 19 5E 3C 6B D4 1B 99 1E 60 7C 86 34</strong></p>		<p>If I convert this to decimal string I get : <strong>1440894724465102159684825527826579699971598878260</strong></p>		<p>I have attatched this certificate to a Thing with name :	<strong>Scoot-1440894724465102159684825527826579699971598878260</strong></p>		<p>My policy is :	<code>	{	  "Version": "2012-10-17",	  "Statement": [	    {	      "Effect": "Allow",	      "Action": "iot:Connect",	      "Resource": "arn:aws:iot:eu-central-1:XXXXXXXXXX:client/*"	    },	    {	      "Effect": "Allow",	      "Action": [	        "iot:Publish",	        "iot:Subscribe",	        "iot:Receive"	      ],	      "Resource": [	        "arn:aws:iot:eu-central-1:XXXXXXXXXX:topic/$aws/things/Scoot-${iot:Certificate.Subject.SerialNumber}/*",	        "arn:aws:iot:eu-central-1:XXXXXXXXXX:topicfilter/$aws/things/Scoot-${iot:Certificate.Subject.SerialNumber}/*"	      ]	    }	  ]	}	</code></p>		<p>The device cannot  publish messages to the shadow topics.</p>		<p>What am i doing wrong?</p>	"
