thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
47589714,47589714,null,1,1,Fri Dec 01 08:53:00 EST 2017,9038086,"<p>I have an use case for reading a File on the arrival of the File in a directory. For this I am thinking of setting a Trigger which listens to the arrival of a file in a predefined folder and reading the contents of the file as the subsequent action. How can I achieve this using TIBCO Project Flogo? Any inputs on this would be greatly appreciated.</p>		<p>Regards</p>		<p>Surya</p>	"
