thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
53085938,53085938,null,1,0,Wed Oct 31 14:38:00 EDT 2018,9333042,"<p>I have a device send frames of data to azure iot hub , What is the best practice to "translate these frames" and save it into SQL Db or Cosmos Db ?</p>	"
53085938,55178479,53085938,2,0,Fri Mar 15 08:32:00 EDT 2019,11207323,"<p>Try to read/browse the Azure IoT Reference Architecture: <a href="https://aka.ms/iotrefarchitecture" rel="nofollow noreferrer">ref to architecture document</a></p>		<p>Cosmos DB would be my preferred starting point in most scenarios. </p>		<p>Remember to look into partitioning before you scale up the application. Also consider how you want to consume the data on the outbound side - because this will give valuable input to how you should organise and process the inbound data stream. 	Try to search for Lambda IoT architecture.</p>	"
