thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
40121249,40121249,null,1,0,Wed Oct 19 02:47:00 EDT 2016,4473065,"<p>I'm trying to register my Edison, then I typed the following command with activation code. But, IoT Analytics said Device already exists even though I haven't registered any device. Does anyone have an idea to fix this?</p>		<p>Thanks</p>		<pre><code>root@itpsandbox:~# iotkit-admin activate 'activation code'	2016-10-19T02:42:31.851Z - info: Activating ...	2016-10-19T02:42:32.872Z - error: Activation Rejected:{"code":1409,"message":"Device already exists"}  --&gt; error	2016-10-19T02:42:32.882Z - error: Error in the activation process ... 300  	</code></pre>	"
40121249,67551886,40121249,3,0,Wed Oct 19 20:28:00 EDT 2016,3547124,"If iotkit-admin is an intel supplied tool, I suggest you cross post to software.intel.com. Intel's site is a mess (nothing new there). I think they've merged the IoT Forum with the Maker Forum. I'll also forward your question to some people I know."
40121249,67557886,40121249,3,0,Thu Oct 20 01:29:00 EDT 2016,4473065,"Taylor Kidd, thank you so much."
