thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
58152760,58152760,null,1,0,Sun Sep 29 06:12:00 EDT 2019,7645770,"<p>It is easy to send data from amazon FreeRTOS windows simulator to aws MQTT broker.	But I want to send data from amazon FreeRTOS windows simulator to local machine broker.	Is there any way to do that?</p>	"
58152760,58159372,58152760,2,0,Sun Sep 29 21:34:00 EDT 2019,3887835,"<p><a href="https://www.freertos.org/mqtt/preconfiguredexamples.html" rel="nofollow noreferrer">Here</a> is a demo sending to mosquitto MQTT broker running on a local machine, and <a href="https://www.freertos.org/mqtt/preconfiguredexamplesTLS.html" rel="nofollow noreferrer">here</a> is a demo connecting to test.mosquitto.org in the cloud.  Both are a work in progress.</p>	"
58152760,102703307,58159372,3,0,Mon Sep 30 01:36:00 EDT 2019,7645770,"I am asking about "AWS FreeRTOS" not "FreeRTOS".	I am getting network connecting error every time when I try to connect with local mqtt broker from AWS FreeRTOS windows simulator."
