thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
52473298,52473298,null,1,0,Mon Sep 24 05:45:00 EDT 2018,10406228,"<p>I got this error from AWS IoT Analytics service after message is Transform in lambda:	my lambda get as input a json format string</p>		<pre><code>{	"id": "223",	"data": "valid-timestamp,1,2,3,4,5"	}	</code></pre>		<p>The data key holds my IoT data values on a specific timespan</p>		<p>The lambda parse the above input and return array of dict:</p>		<pre><code>[	   {	       "id": "1",	       "timestamp": "valid-timestamp1",	        "value-1": "1",	        "value-2": "2",	         "value-3": "3"	   },	   {	       "id": "1",	         "timestamp": "valid-timestamp1",	        "value-1": "1",	        "value-2": "2",	         "value-3": "3"	   }	]	</code></pre>		<p>I did not succeeded to create a my_data_store	I would be happy if someone can assist.	Thanks</p>	"
52473298,53095790,52473298,2,1,Thu Nov 01 05:47:00 EDT 2018,294728,"<p>IoT Analytics doesn't support hyphens '-' in attribute names. If you want to use a separator, try using an underscore instead '_' and that should resolve your problem.</p>	"
