thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
55796026,55796026,null,1,0,Mon Apr 22 14:30:00 EDT 2019,10416365,"<p>First I need to say sorry, because i.m asking wihout code.	I will make project about controlling 4 relay with website.	Via firebase and esp8266. 	The problem is I dont know code to make my button to send/write value from database firebase. And if the value changed, the new value will read by website again and change the colour of my button.	There somebody have same project,? Can you teach me make simply website with 4 button integrated with database firebase?</p>		<p>Thanks all.</p>	"
