thread_ID, Id, ParentId, PostType, Score, CreationDate, OwnerID, Body
57930250,57930250,null,1,0,Fri Sep 13 20:56:00 EDT 2019,9637015,"<p>I would like to create an S3 key using values from a key within the payload. </p>		<p>So far I am able to make a key using</p>		<p><code>${topic()}/${timestamp()}.json</code> </p>		<p>This results in a long chain of sub folders that I don't want. Instead I have the key "data_type" in my "payload" key whose value I would like to use. I tried doing</p>		<p><code>${payload().data_type()}/${timestamp()}.json</code> </p>		<p>but it is not working. </p>		<p>Any ideas on how I could achieve this?</p>	"
